statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;01;Schleswig-Holstein;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-G;Wholesale, retail trade, repair of motor vehicles;224.6;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;01;Schleswig-Holstein;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-G;Wholesale, retail trade, repair of motor vehicles;17.4;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;01;Schleswig-Holstein;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-G;Wholesale, retail trade, repair of motor vehicles;207.2;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;15;Sachsen-Anhalt;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-N;Administrative and support service activities;79.1;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;15;Sachsen-Anhalt;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-N;Administrative and support service activities;5.3;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;15;Sachsen-Anhalt;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-N;Administrative and support service activities;73.7;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;08;Baden-Württemberg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-O-Q;Public services, education, health;1420.4;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;08;Baden-Württemberg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-O-Q;Public services, education, health;88.8;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;08;Baden-Württemberg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-O-Q;Public services, education, health;1331.6;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;13;Mecklenburg-Vorpommern;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-F;Construction;52.6;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;13;Mecklenburg-Vorpommern;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-F;Construction;9.4;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;13;Mecklenburg-Vorpommern;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-F;Construction;43.2;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;14;Sachsen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-N;Administrative and support service activities;159.1;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;14;Sachsen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-N;Administrative and support service activities;12.1;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;14;Sachsen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-N;Administrative and support service activities;147.0;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;14;Sachsen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-E;Water supply,sewerage,waste management,remediation;-;1000;ERW063;Persons in employment (domestic concept);
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;14;Sachsen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-E;Water supply,sewerage,waste management,remediation;-;1000;ERW062;Self-employed persons a. family workers (domestic);
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;14;Sachsen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-E;Water supply,sewerage,waste management,remediation;-;1000;ERW061;Employees (domestic concept);
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;15;Sachsen-Anhalt;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-M;Professional, scientific and technical activities;41.6;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;15;Sachsen-Anhalt;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-M;Professional, scientific and technical activities;9.7;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;15;Sachsen-Anhalt;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-M;Professional, scientific and technical activities;31.9;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;07;Rheinland-Pfalz;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-M;Professional, scientific and technical activities;101.7;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;07;Rheinland-Pfalz;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-M;Professional, scientific and technical activities;24.9;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;07;Rheinland-Pfalz;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-M;Professional, scientific and technical activities;76.8;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;08;Baden-Württemberg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-O;Public admin. and defence, compulsory social sec.;326.1;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;08;Baden-Württemberg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-O;Public admin. and defence, compulsory social sec.;0.0;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;08;Baden-Württemberg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-O;Public admin. and defence, compulsory social sec.;326.1;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;08;Baden-Württemberg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-B-E;Industry, except construction;1600.9;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;08;Baden-Württemberg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-B-E;Industry, except construction;41.8;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;08;Baden-Württemberg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-B-E;Industry, except construction;1559.0;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;01;Schleswig-Holstein;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-G-T;Service activities;1144.1;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;01;Schleswig-Holstein;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-G-T;Service activities;106.0;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;01;Schleswig-Holstein;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-G-T;Service activities;1038.1;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;07;Rheinland-Pfalz;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-G;Wholesale, retail trade, repair of motor vehicles;264.9;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;07;Rheinland-Pfalz;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-G;Wholesale, retail trade, repair of motor vehicles;24.2;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;07;Rheinland-Pfalz;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-G;Wholesale, retail trade, repair of motor vehicles;240.7;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;07;Rheinland-Pfalz;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-F;Construction;128.8;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;07;Rheinland-Pfalz;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-F;Construction;21.5;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;07;Rheinland-Pfalz;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-F;Construction;107.2;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;14;Sachsen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-H;Transportation and storage;119.8;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;14;Sachsen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-H;Transportation and storage;4.9;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;14;Sachsen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-H;Transportation and storage;114.9;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2019;DLAND;Länder;06;Hessen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-O;Public admin. and defence, compulsory social sec.;191.0;1000;ERW063;Persons in employment (domestic concept);e
13311;Regional employment accounts;JAHR;Year;2019;DLAND;Länder;06;Hessen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-O;Public admin. and defence, compulsory social sec.;0.0;1000;ERW062;Self-employed persons a. family workers (domestic);e
13311;Regional employment accounts;JAHR;Year;2019;DLAND;Länder;06;Hessen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-O;Public admin. and defence, compulsory social sec.;191.0;1000;ERW061;Employees (domestic concept);e
13311;Regional employment accounts;JAHR;Year;2019;DLAND;Länder;12;Brandenburg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-B-F;Industry;250.4;1000;ERW063;Persons in employment (domestic concept);e
13311;Regional employment accounts;JAHR;Year;2019;DLAND;Länder;12;Brandenburg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-B-F;Industry;30.5;1000;ERW062;Self-employed persons a. family workers (domestic);e
13311;Regional employment accounts;JAHR;Year;2019;DLAND;Länder;12;Brandenburg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-B-F;Industry;219.9;1000;ERW061;Employees (domestic concept);e
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;14;Sachsen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-O;Public admin. and defence, compulsory social sec.;124.3;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;14;Sachsen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-O;Public admin. and defence, compulsory social sec.;0.0;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;14;Sachsen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-O;Public admin. and defence, compulsory social sec.;124.3;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;03;Niedersachsen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-Q;Human health and social work activities;-;1000;ERW063;Persons in employment (domestic concept);
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;03;Niedersachsen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-Q;Human health and social work activities;-;1000;ERW062;Self-employed persons a. family workers (domestic);
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;03;Niedersachsen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-Q;Human health and social work activities;-;1000;ERW061;Employees (domestic concept);
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;09;Bayern;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-T;Private households;-;1000;ERW063;Persons in employment (domestic concept);
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;09;Bayern;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-T;Private households;-;1000;ERW062;Self-employed persons a. family workers (domestic);
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;09;Bayern;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-T;Private households;-;1000;ERW061;Employees (domestic concept);
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;10;Saarland;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-S;Other service activities;17.0;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;10;Saarland;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-S;Other service activities;3.9;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;10;Saarland;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-S;Other service activities;13.2;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;11;Berlin;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-M-N;Business services;410.5;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;11;Berlin;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-M-N;Business services;56.2;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;11;Berlin;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-M-N;Business services;354.3;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;07;Rheinland-Pfalz;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-D;Electricity, gas, steam, air conditioning supply;-;1000;ERW063;Persons in employment (domestic concept);
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;07;Rheinland-Pfalz;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-D;Electricity, gas, steam, air conditioning supply;-;1000;ERW062;Self-employed persons a. family workers (domestic);
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;07;Rheinland-Pfalz;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-D;Electricity, gas, steam, air conditioning supply;-;1000;ERW061;Employees (domestic concept);
13311;Regional employment accounts;JAHR;Year;2019;DLAND;Länder;05;Nordrhein-Westfalen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-M-N;Business services;1407.0;1000;ERW063;Persons in employment (domestic concept);e
13311;Regional employment accounts;JAHR;Year;2019;DLAND;Länder;05;Nordrhein-Westfalen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-M-N;Business services;178.6;1000;ERW062;Self-employed persons a. family workers (domestic);e
13311;Regional employment accounts;JAHR;Year;2019;DLAND;Länder;05;Nordrhein-Westfalen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-M-N;Business services;1228.4;1000;ERW061;Employees (domestic concept);e
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;08;Baden-Württemberg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-L;Real estate activities;52.4;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;08;Baden-Württemberg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-L;Real estate activities;4.4;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;08;Baden-Württemberg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-L;Real estate activities;48.0;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2019;DLAND;Länder;12;Brandenburg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-F;Construction;96.4;1000;ERW063;Persons in employment (domestic concept);e
13311;Regional employment accounts;JAHR;Year;2019;DLAND;Länder;12;Brandenburg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-F;Construction;24.2;1000;ERW062;Self-employed persons a. family workers (domestic);e
13311;Regional employment accounts;JAHR;Year;2019;DLAND;Länder;12;Brandenburg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-F;Construction;72.3;1000;ERW061;Employees (domestic concept);e
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;13;Mecklenburg-Vorpommern;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-I;Accommodation and food service activities;49.0;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;13;Mecklenburg-Vorpommern;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-I;Accommodation and food service activities;6.5;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;13;Mecklenburg-Vorpommern;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-I;Accommodation and food service activities;42.5;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;15;Sachsen-Anhalt;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-O-Q;Public services, education, health;-;1000;ERW063;Persons in employment (domestic concept);
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;15;Sachsen-Anhalt;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-O-Q;Public services, education, health;-;1000;ERW062;Self-employed persons a. family workers (domestic);
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;15;Sachsen-Anhalt;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-O-Q;Public services, education, health;-;1000;ERW061;Employees (domestic concept);
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;01;Schleswig-Holstein;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-K-N;Financial, insurance, business, real estate act.;214.2;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;01;Schleswig-Holstein;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-K-N;Financial, insurance, business, real estate act.;35.6;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;01;Schleswig-Holstein;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-K-N;Financial, insurance, business, real estate act.;178.7;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;02;Hamburg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-P;Education;73.0;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;02;Hamburg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-P;Education;7.9;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;02;Hamburg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-P;Education;65.1;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;09;Bayern;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-G-J;Trade,transport.,storage,accom.and food serv.,inf.;1976.7;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;09;Bayern;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-G-J;Trade,transport.,storage,accom.and food serv.,inf.;172.9;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2022;DLAND;Länder;09;Bayern;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-G-J;Trade,transport.,storage,accom.and food serv.,inf.;1803.8;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;08;Baden-Württemberg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-N;Administrative and support service activities;-;1000;ERW063;Persons in employment (domestic concept);
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;08;Baden-Württemberg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-N;Administrative and support service activities;-;1000;ERW062;Self-employed persons a. family workers (domestic);
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;08;Baden-Württemberg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-N;Administrative and support service activities;-;1000;ERW061;Employees (domestic concept);
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;15;Sachsen-Anhalt;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-P;Education;54.6;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;15;Sachsen-Anhalt;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-P;Education;2.4;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;15;Sachsen-Anhalt;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-P;Education;52.2;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2019;DLAND;Länder;12;Brandenburg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-G-I;Trade, transport., storage, accom.and food service;265.7;1000;ERW063;Persons in employment (domestic concept);e
13311;Regional employment accounts;JAHR;Year;2019;DLAND;Länder;12;Brandenburg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-G-I;Trade, transport., storage, accom.and food service;25.6;1000;ERW062;Self-employed persons a. family workers (domestic);e
13311;Regional employment accounts;JAHR;Year;2019;DLAND;Länder;12;Brandenburg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-G-I;Trade, transport., storage, accom.and food service;240.1;1000;ERW061;Employees (domestic concept);e
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;10;Saarland;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-P;Education;-;1000;ERW063;Persons in employment (domestic concept);
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;10;Saarland;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-P;Education;-;1000;ERW062;Self-employed persons a. family workers (domestic);
13311;Regional employment accounts;JAHR;Year;2023;DLAND;Länder;10;Saarland;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-P;Education;-;1000;ERW061;Employees (domestic concept);
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;06;Hessen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-E;Water supply,sewerage,waste management,remediation;21.1;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;06;Hessen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-E;Water supply,sewerage,waste management,remediation;0.7;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;06;Hessen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-E;Water supply,sewerage,waste management,remediation;20.4;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;11;Berlin;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-O-T;Public a.other services, education, health,priv.h.;810.9;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;11;Berlin;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-O-T;Public a.other services, education, health,priv.h.;97.4;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;11;Berlin;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-O-T;Public a.other services, education, health,priv.h.;713.6;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2019;DLAND;Länder;05;Nordrhein-Westfalen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-E;Water supply,sewerage,waste management,remediation;70.5;1000;ERW063;Persons in employment (domestic concept);e
13311;Regional employment accounts;JAHR;Year;2019;DLAND;Länder;05;Nordrhein-Westfalen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-E;Water supply,sewerage,waste management,remediation;2.0;1000;ERW062;Self-employed persons a. family workers (domestic);e
13311;Regional employment accounts;JAHR;Year;2019;DLAND;Länder;05;Nordrhein-Westfalen;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-E;Water supply,sewerage,waste management,remediation;68.5;1000;ERW061;Employees (domestic concept);e
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;02;Hamburg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-R;Arts, entertainment and recreation;29.5;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;02;Hamburg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-R;Arts, entertainment and recreation;9.4;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2020;DLAND;Länder;02;Hamburg;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-R;Arts, entertainment and recreation;20.1;1000;ERW061;Employees (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;10;Saarland;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-G-I;Trade, transport., storage, accom.and food service;111.1;1000;ERW063;Persons in employment (domestic concept);p
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;10;Saarland;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-G-I;Trade, transport., storage, accom.and food service;8.9;1000;ERW062;Self-employed persons a. family workers (domestic);p
13311;Regional employment accounts;JAHR;Year;2021;DLAND;Länder;10;Saarland;WZ08R1;WZ2008 (Sections, aggregations): Regional accounts;WZ08-G-I;Trade, transport., storage, accom.and food service;102.2;1000;ERW061;Employees (domestic concept);p
